Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
East North Central	Mobile Home	40000-59999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.30E-22	1.86E-39	3.11E-07
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.146481	76.6777	6.59E-06
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	8.69011	35685.6	0.000127374
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	13.2302	40345.7	0.000251889
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	4.20797	17999.1	7.13E-05
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.411789	791.481	1.71E-05
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.0549766	43.204	3.21E-06
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.0123712	7.43702	2.27E-06
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.733936	3461.17	4.07E-05
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.11737	3913.15	7.88E-05
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.35539	1745.74	2.48E-05
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0347782	76.7662	4.54E-06
East North Central	Mobile Home	40000-59999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.00464313	4.19038	3.80E-07
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.14171	68.1849	4.42E-06
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.03777	3656.67	6.89E-05
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	12.3	40413.6	0.000192757
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.36001	1187.73	5.62E-05
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.523034	146.065	2.48E-05
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	5.06E-22	5.67E-39	4.64E-06
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.0161562	8.49933	1.30E-06
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.118315	455.808	2.24E-05
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.40231	5037.6	5.24E-05
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.0410444	148.052	1.53E-05
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0596305	18.2072	1.40E-05
East North Central	Mobile Home	60000-99999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	5.76E-23	7.07E-40	7.92E-07
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.396078	55.7145	1.09E-06
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.92076	4141.45	1.21E-06
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	17.2007	16565.7	1.31E-06
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	3.70814	3704.44	1.17E-06
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.614185	55.3648	2.92E-07
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	3.73E-21	4.44E-38	5.77E-07
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.0177823	2.50188	6.59E-08
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.176026	185.973	2.02E-06
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.772243	743.89	4.20E-07
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.16648	166.349	4.31E-07
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0275744	2.48618	1.46E-07
East North Central	Mobile Home	60000-99999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.67E-22	1.99E-39	3.74E-07
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.136379	66.1238	9.25E-06
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	8.0908	30773.8	0.000107353
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	12.3177	34792.5	0.000248604
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	3.91777	15521.7	7.78E-05
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.38339	682.542	1.93E-05
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.0511851	37.2574	2.84E-06
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.0115181	6.41338	2.54E-06
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.68332	2984.77	2.20E-05
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.04031	3374.55	5.60E-05
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.330881	1505.46	1.60E-05
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0323797	66.2001	6.06E-06
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.00432291	3.61361	1.61E-07
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.336561	168.251	1.32E-05
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	2.46469	9023.07	0.000164912
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	29.2126	99723	0.000195334
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.855025	2930.79	4.03E-05
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.24221	360.425	1.18E-05
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.20E-21	1.40E-38	8.22E-06
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.038371	20.9726	6.49E-06
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.280997	1124.74	6.72E-05
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	3.33049	12430.6	9.18E-05
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.0974804	365.327	1.83E-05
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.141622	44.9274	3.93E-06
East North Central	Mobile Home	<20000	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.37E-22	1.74E-39	3.21E-06
East North Central	Mobile Home	<20000	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.572113	71.3227	1.11E-06
East North Central	Mobile Home	<20000	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	5.66332	5301.66	7.73E-06
East North Central	Mobile Home	<20000	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	24.8455	21206.5	4.44E-06
East North Central	Mobile Home	<20000	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	5.3562	4742.23	1.35E-06
East North Central	Mobile Home	<20000	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.887155	70.875	1.31E-07
East North Central	Mobile Home	<20000	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	5.38E-21	5.69E-38	1.35E-06
East North Central	Mobile Home	<20000	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.0256855	3.20277	9.65E-07
East North Central	Mobile Home	<20000	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.25426	238.073	4.43E-06
East North Central	Mobile Home	<20000	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.11546	952.287	2.66E-06
East North Central	Mobile Home	<20000	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.240472	212.951	5.20E-07
East North Central	Mobile Home	<20000	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0398297	3.18267	4.68E-08
East North Central	Mobile Home	<20000	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	2.42E-22	2.55E-39	1.09E-06
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.207094	120.302	1.47E-05
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	12.286	55988.1	0.000237423
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	18.7047	63299.4	0.000251202
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	5.94921	28239.3	5.04E-05
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.582184	1241.78	8.19E-06
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.0777256	67.7839	2.60E-06
East North Central	Mobile Home	<20000	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.0174904	11.6681	6.66E-06
East North Central	Mobile Home	<20000	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.03763	5430.31	0.000103479
